Company_Name,Overall_Rating,Ease_of_Use_Rating,Customer_Service_Rating,Features_Rating,Value_for_Money_Rating,Overall_Review,Pros_Review,Cons_Review,alternative,reasons_choosing,Date
Eventbrite,5-May,5-May,5-Apr,5-May,5-Apr,It makes planning an event and attending events easy.,You have all your tickets digitally stored. It's easy to pay and get updates. If you're having a get together it is easy to communicate with guests.,I have had a few small issues but there was always an update before I could complain. Sometimes I print tickets because if my phone dies I won't have the app available.,,,24-Mar-20
Eventbrite,5-Feb,5-Feb,,5-Feb,,"Easy to use, not as easy to get rid of. It would be a better product without the spam.",What I like most about this software is that it allows one to participate in organized events easily.,What I don't like is the constant spam emails that are sent to me after using this software one time.,,,18-Feb-20
Eventbrite,5-Mar,5-Feb,,5-Feb,,,I like that it has a mobile app - that is helpful.,Eventbrite has too busy of a design. There are too many options of things to display and the website takes too long to post things. I'd rather use a Facebook event with other payment options or have ticket sales at the door.,,,13-Jan-20
Eventbrite,5-Apr,5-Apr,,5-May,,,"Diversity of events: social, networking, learning, marketing etc.",I wish they had a feature of applying additional filter of cost on the application:(,,,20-Dec-19
Eventbrite,5-May,5-May,,5-May,,I have used this with my son's school to set up volunteering and parties.  Also my son's swim team to help with volunteering and filling coaches coolers.,It is very easy to use to have a party or volunteering set up.  It also sends reminders to help with a hectic lifestyle.,"It doesn't let you change times if you don't set up your own account.  Other than that, there is nothing negative.",,,11-Dec-19
Eventbrite,5-May,5-Apr,,5-May,,For the right sized events they are great. Great they don't charge for no cost events. A good option for many medium boutique events.,It's very accessible. Fees are connected with the income of the event which makes it very manageable. The ability to absorb costs is handy too. Fees may seem a little high depending on your type of event but all things considered they provide good value. Listing your event creates some good exposure too.,"There are some lower cost entrants but when you consider the overall package and the need for reliability, it seems pretty fair",,,4-Dec-19
Eventbrite,5-Feb,5-Mar,,5-Feb,,Eventbrite is useful for some events but not as helpful when planning.,I think its nice to have software that allows you to discover local events for you to enjoy with friends and family.,There really is not a clean filtering feature and many events are not updated with accurate times or admission prices.,,,3-Dec-19
Eventbrite,5-May,5-May,,5-May,,Great program to either find upcoming events or post and market your own - it's a name that people recognize and trust too,"The integration with my calendar is wonderful - I can find events easily and sign up and not worry if I will remember to add them to my calendar. 

For organizing an event this helps ensure that my guests are away of what's coming, and it links through with their ticket information.",The chat feature with the organizer of the event isn't always smooth and I've found that notifications get missed sometimes,,,3-Dec-19
Eventbrite,5-May,5-May,,5-May,,,I notice that most concert venues are using Eventbrite now and I must say it makes it much easier to purchase tickets online with this company.,The only thing I've noticed is that sometimes the information on Eventbrite is different from the information listed on the venue site and that can be annoying since you don't know which one is correct.,,,26-Nov-19
Eventbrite,5-May,5-Apr,,5-Apr,5-Mar,,The Eventbrite platform was introduced to our small festival to assist in organizing.  We learned a lot about better organization as a result of the exposure.,The cost was completely out of our budget.,,,19-Nov-19
Eventbrite,5-Mar,5-Apr,,5-Apr,,My overall experience with eventbrite is cool i find what i need,The thing that i like most about this software is that you can really find tickets to any event available.,I least like that the app for this software is not like going on the actual browser. Its doesn't have alot of features,,,30-Oct-19
Eventbrite,5-May,5-May,5-Apr,5-Apr,5-Apr,"Overall, I would recommend others to use it. It's a popular software and many law firm knows about it so it's nice to talk to others about it for suggestions and create quick events.",This software is easy to use. It's also easy on the eyes and easy to manage.,"When we want to add a certain feature or edits, it's not as simple as the software makes it out to be. That is when we would need to call customer service, which sometimes takes a while, but once we get them on hold, it's easy to fix. However, it would be nice to not have to call customer service.",,,15-Oct-19
Eventbrite,5-May,5-Apr,,5-May,,We use this when scheduling large events or trainings.,"This system makes it very easy to set up a meeting or event. In the learning and development world, this is very important!","This is a really useful tool, and although I don't have much to say negatively about the actually software, I wish that it was a little less generic and had some more interesting designs!",,,15-Oct-19
Eventbrite,5-Mar,5-Mar,,5-Mar,,"Overall, we used Eventbrite to help spread the word about events, but the lack of customization turned us off.","Eventbrite has a multitude of helpful features, tracking event attendees, selling tickets, spreading the word, and more!","The event pages lack customizable options, and the program is overall a bit clunky.  Overcoming the learning curve can prove difficult, considering the lack of learning resources.",,,29-Aug-19
Eventbrite,5-Apr,5-Mar,5-Feb,5-Mar,5-Apr,"Since my first event, we have been relying on Eventbrite to promote it.",Ease of setting up an event and promoting it.,"Does not support all integrations. For example, had trouble integrating it with my design tool for website.",,,22-Aug-19
Eventbrite,5-May,5-May,,5-Apr,5-May,,Easy to setup for the most part. The ticket quantity was somewhat confusing in regards to having many different ticket packages.,Not being able to add where we could send the guest a coupon with their ticket purchase.,,Everyone buys a lot online it only made sense and made easier to sell tickets to a wide variety of people using Eventbrite.,13-Aug-19
